RESPID,INTERVIEW_START_W157,INTERVIEW_END_W157,DEVICE_TYPE_W157,SVYMODE_W157,LANG_W157,X_AGECAT_W157,X_EDUCCAT2_W157,EMPLSIT_W157,JOBNUM_W157,PAYTYPE_W157,JOBTYPEMOD_W157,INDUSTRYCOMBO_W157,LOOKLKLY_W157,JOBSEC_W157,FINDJOB_W157,JOBDUTYMOD_a_W157,JOBDUTYMOD_b_W157,JOBDUTYMOD_c_W157,JOBDUTYMOD_d_W157,NUMEMP_W157,JOBSAT_W157,WORKSATIS_a_W157,WORKSATIS_b_W157,WORKSATIS_c_W157,WORKSATIS_d_W157,WORKSATIS_e_W157,WORKSATIS_f_W157,WORKSATIS_g_W157,WORKSATIS_h_W157,WORKSATIS_i_W157,WORKSATIS_j_W157,WORKSATIS_k_W157,PAYRS_a_W157,PAYRS_b_W157,PAYRS_c_W157,PAYRS_d_W157,PAYRS_e_W157,JOBCAREER_W157,WRKRS_W157,JOBDO_W157,JOBRESP1_W157,JOBRESP2_a_W157,JOBRESP2_b_W157,JOBRESP2_c_W157,WFHOPTION_W157,WFHPAST_W157,WFHCURR_W157,WFHDAYOPT_W157,WFHPOSTCVDMOD_W157,WFHSTAYJOB_W157,WFHIMPACT_a_W157,WFHIMPACT_b_W157,WFHIMPACT_c_W157,WFHIMPACT_d_W157,WFHIMPACT_e_W157,WFHIMPACT_f_W157,REMOTECALLS1_W157,REMOTECALLS4_W157,TRACKKNOW_a_W157,TRACKKNOW_b_W157,TRACKKNOW_c_W157,TRACKKNOW_d_W157,TRACKKNOW_e_W157,TRACKKNOW_f_W157,TRACKVIEW_W157,COVIDMEASURE_W157,TRAINNEED_W157,TRAINWAY1_W157,TRAINWAY2_W157,TRAINWAY3_W157,TRAINWAY4_W157,TRAINWAY5_W157,GOTTRAIN_W157,TRAINRS_a_W157,TRAINRS_b_W157,TRAINRS_c_W157,TRAINRS_d_W157,TRAINRS_e_W157,TRAINRS_f_W157,AIWRKTRAIN_W157,NOTRAINRS_a_W157,NOTRAINRS_b_W157,NOTRAINRS_c_W157,NOTRAINRS_d_W157,NOTRAINRS_e_W157,SKILLIMP_a_W157,SKILLIMP_b_W157,SKILLIMP_c_W157,SKILLIMP_d_W157,SKILLIMP_e_W157,SKILLIMP_f_W157,SKILLIMP_g_W157,SKILLIMP_h_W157,SKILLIMP_i_W157,AIWRKHEARD_W157,AIWRKFEEL_a_W157,AIWRKFEEL_b_W157,AIWRKFEEL_c_W157,AIWRKFEEL_d_W157,AIWRKDONE1_W157,AIWRKDONE2_W157,AIWRKOPPO_W157,CHATWRKHRD_W157,CHATWRK_W157,CHATWRKUSE_a_W157,CHATWRKUSE_b_W157,CHATWRKUSE_c_W157,CHATWRKUSE_d_W157,CHATWRKUSE_e_W157,CHATWRKUSE_f_W157,CHATWRKUSE_g_W157,CHATWRKIMP_a_W157,CHATWRKIMP_b_W157,NOCHATUSE_a_W157,NOCHATUSE_b_W157,NOCHATUSE_c_W157,NOCHATUSE_d_W157,CHATWRKPLC_W157,WRKDEI_W157,DIVEFFORT_W157,F_METRO,F_CREGION,F_USR_SELFID,F_AGECAT,F_GENDER,F_EDUCCAT,F_EDUCCAT2,F_HISP,F_HISP_ORIGIN,F_YEARSINUS_RECODE,F_RACECMB,F_RACETHNMOD,F_BIRTHPLACE,F_MARITAL,F_RELIG,F_BORN,F_RELIGCAT1,F_ATTENDPER,F_PARTY_FINAL,F_PARTYLN_FINAL,F_PARTYSTR_FINAL,F_PARTYLNCLOSE_FINAL,F_PARTYSUM_FINAL,F_PARTYSUMIDEO_FINAL,F_REG,F_INC_SDT1,F_IDEO,F_INTFREQ,F_VOLSUM,F_INC_TIER2,WEIGHT_W157
15701433,08-Oct-2024 21:05:52,08-Oct-2024 21:20:26,1,1,9,4,4,2,1,2,4,11,5,1,2,1,2,1,2,1,1,,,,,,,,,,,,,,,,,1,2,3,2,6,7,2,2,3,,,4,,,,,,,,4,,,,,,,,,,1,,,,,,2,,,,,,,,2,3,3,3,2,1,2,2,2,2,3,3,3,2,2,1,2,1,1,5,3,3,3,,,,,,,,,,,,,,,,1,,1,3,2,4,2,2,4,2,,1,1,1,1,1,1,2,1,4,2,,1,,2,3,1,9,3,3,2,2,1.59531868480442
15701434,08-Oct-2024 16:04:59,08-Oct-2024 16:58:31,1,1,9,2,4,1,2,1,1,11,5,1,4,2,1,1,1,3,2,3,2,2,2,1,2,4,3,1,1,3,,,,,,1,,3,1,2,2,2,1,4,3,2,2,1,3,1,4,2,3,3,1,1,2,2,2,2,2,2,3,1,2,,,2,,,1,2,1,1,3,2,2,2,,,,,,1,2,2,3,2,2,3,4,2,1,2,2,2,2,4,3,2,1,5,,,,,,,,,,3,1,2,3,3,1,3,1,3,2,2,1,2,4,2,,1,1,1,1,2,10,,3,5,2,,2,,2,4,1,9,4,2,1,2,0.6628103021108653
15701435,08-Oct-2024 16:21:49,08-Oct-2024 16:36:27,1,1,9,3,3,1,1,2,1,4,5,2,4,2,2,1,1,6,1,1,2,2,2,2,2,2,2,1,4,1,,,,,,2,,3,4,1,2,3,1,5,1,,1,5,3,1,4,1,3,3,1,1,1,2,1,1,3,1,3,,1,,,,,,1,1,3,3,1,1,3,2,,,,,,1,1,1,4,4,1,3,2,1,2,2,2,1,1,4,4,2,2,4,2,2,2,2,2,2,2,5,5,,,,,1,1,3,1,4,2,3,2,2,3,1,1,1,1,3,1,3,2,2,2,4,3,2,,3,2,3,1,7,3,1,1,2,0.3834319694169143
15701436,09-Oct-2024 09:43:09,09-Oct-2024 09:53:41,1,1,9,2,3,1,1,1,3,8,5,3,4,1,2,1,2,5,2,2,4,2,2,2,3,3,2,2,4,4,2,2,2,3,2,1,,3,3,2,2,2,2,6,,,6,,,,,,,,3,,1,1,1,1,1,3,3,3,1,,,,,,1,1,2,2,1,1,2,2,,,,,,2,3,2,2,2,3,4,4,2,3,,,,,,,,3,,,,,,,,,,,,,,,,1,3,2,3,2,2,2,2,3,2,,1,1,1,1,1,1,1,1,2,4,1,,3,1,1,3,9,2,2,1,3,1.4387199551127023
15701437,09-Oct-2024 06:30:13,09-Oct-2024 07:28:47,1,1,9,3,2,1,1,2,1,3,1,1,5,2,1,1,1,4,1,2,3,2,2,3,2,2,2,3,3,4,,,,,,1,,3,4,2,3,3,1,5,5,1,2,,3,3,3,3,3,3,3,,1,3,3,1,1,3,3,3,1,,,,,,1,1,3,1,1,3,3,1,,,,,,1,1,2,1,1,1,2,2,1,2,2,2,1,1,4,3,3,3,,,,,,,,,,,,,,,,1,3,1,3,3,3,2,3,2,2,,1,1,1,1,1,1,2,1,5,1,,2,,1,2,1,2,3,1,2,2,0.9153340848776451
15701438,12-Oct-2024 11:07:53,12-Oct-2024 11:18:32,1,1,9,2,3,1,1,1,3,8,5,1,4,1,1,1,1,6,1,1,1,1,1,1,1,1,1,2,1,1,,,,,,1,,3,1,1,1,1,2,5,,,3,,,,,,,,3,,1,1,1,1,1,2,3,1,1,,,,,,1,1,2,1,1,1,2,2,,,,,,1,1,1,1,1,1,1,1,1,2,1,1,2,1,4,4,3,2,4,2,2,2,2,2,2,2,3,3,,,,,3,3,3,1,4,1,2,2,2,3,2,,1,2,2,1,6,1,2,1,5,2,,1,,2,4,1,4,5,1,2,1,1.0440368823612336
15701439,08-Oct-2024 18:14:05,08-Oct-2024 18:29:05,1,1,9,3,6,1,1,1,1,2,5,1,2,2,1,1,1,4,2,2,2,1,1,2,2,1,2,6,1,1,,,,,,1,,3,2,1,2,2,1,4,1,,1,5,4,1,3,1,3,1,1,1,2,2,1,2,2,2,3,,1,,,,,,1,1,3,3,3,1,3,1,,,,,,1,2,1,3,3,1,3,3,1,2,1,1,1,2,3,3,3,2,3,1,1,2,1,1,2,2,2,3,,,,,3,1,3,1,4,2,3,3,1,6,2,,1,1,1,1,1,7,,4,5,2,,2,,2,4,1,9,5,1,2,3,0.5783294225230552
15701440,09-Oct-2024 10:04:17,09-Oct-2024 10:16:45,1,1,9,2,2,1,1,1,1,4,2,5,5,2,2,1,1,1,3,3,4,5,5,5,4,5,4,3,5,5,3,1,1,3,1,3,,3,5,2,2,2,2,5,,,3,,,,,,,,4,,1,3,1,1,1,2,1,3,2,,5,,,,1,1,3,2,3,3,3,2,,,,,,1,1,1,1,2,1,1,1,2,2,1,1,2,2,3,3,2,2,5,,,,,,,,,,3,1,2,3,3,1,,1,3,3,2,2,3,2,2,,1,1,1,1,3,2,2,2,6,1,,2,,1,2,1,2,3,1,2,1,0.7243139748872226
15701441,08-Oct-2024 16:11:23,08-Oct-2024 16:18:55,1,1,9,2,5,1,1,2,1,7,5,2,5,1,2,1,1,6,2,2,2,2,2,3,2,5,2,2,3,5,,,,,,1,,2,3,2,2,2,2,5,,,5,,,,,,,,4,,2,2,2,2,3,1,3,1,2,,,,2,,1,2,3,3,1,1,3,1,,,,,,2,2,2,2,2,2,2,1,2,1,2,2,1,2,4,3,2,2,5,,,,,,,,,,3,1,1,3,3,2,1,1,3,2,2,1,1,5,2,,1,4,4,1,3,10,,3,6,2,,1,,2,3,1,9,3,2,2,2,0.9552947106590582
15701442,08-Oct-2024 15:51:59,08-Oct-2024 16:09:38,1,1,9,4,3,1,1,1,1,9,2,4,4,2,2,2,2,1,3,2,3,3,4,2,3,4,3,1,2,1,,,,,,3,3,3,3,3,2,2,1,4,3,1,3,1,4,4,4,4,3,4,2,1,2,2,2,2,1,2,3,3,1,,,,,,2,,,,,,,,2,3,3,3,1,1,1,1,2,2,2,3,3,1,2,2,2,1,1,4,3,3,1,5,,,,,,,,,,2,1,3,1,2,2,2,1,1,1,4,2,2,3,2,,1,1,1,1,5,2,2,2,4,1,,2,,1,1,1,4,2,3,2,2,1.6174821857175494
15701443,09-Oct-2024 18:16:14,09-Oct-2024 18:20:40,3,1,9,2,2,1,1,2,1,4,3,5,4,1,2,2,2,1,3,4,3,4,4,3,3,3,3,3,4,4,,,,,,3,,2,3,3,3,8,2,5,,,6,,,,,,,,4,,3,3,3,3,5,3,4,3,2,,6,,,,2,,,,,,,,2,2,2,2,2,3,3,99,3,99,99,99,3,3,3,,,,,,,,3,,,,,,,,,,,,,,,,99,4,2,3,3,2,2,3,2,2,,1,1,1,1,6,12,,3,5,4,99,,,9,9,3,2,3,1,2,1,1.7009045370952935
15701444,08-Oct-2024 18:12:44,08-Oct-2024 18:23:09,1,1,9,3,5,1,1,1,1,6,4,3,4,2,1,1,1,3,3,4,3,3,4,3,2,3,2,3,3,2,,,,,,1,,3,3,2,2,3,1,5,3,2,3,2,3,2,3,3,3,4,1,1,2,2,2,1,1,1,3,3,2,,,,2,,2,,,,,,,,1,3,3,2,3,2,2,3,3,4,2,3,4,2,2,2,2,1,1,4,3,3,2,5,,,,,,,,,,3,2,1,1,2,3,2,1,2,2,3,1,1,5,2,,1,1,1,1,3,12,,3,6,3,2,,3,2,4,1,4,4,1,2,2,0.42023624348765737
15701445,11-Oct-2024 10:42:29,11-Oct-2024 10:51:30,1,1,9,2,2,1,1,2,1,7,1,5,5,1,2,1,2,1,5,3,5,5,5,2,5,3,5,5,4,3,3,1,1,3,2,2,,3,4,5,1,2,2,5,,,5,,,,,,,,4,,1,1,1,4,5,6,1,3,1,,,,,,2,,,,,,,,3,3,3,3,3,1,1,1,5,4,3,3,5,1,2,2,2,1,1,5,5,3,3,,,,,,,,,,,,,,,,1,3,1,3,1,2,2,3,2,2,,1,2,2,1,3,1,2,1,5,2,,2,,2,3,1,1,3,1,2,1,0.9961546008068078
15701446,08-Oct-2024 14:34:41,08-Oct-2024 14:42:41,1,1,9,3,5,2,1,1,1,11,5,2,2,2,2,2,2,6,2,2,2,2,2,2,1,2,2,2,1,1,,,,,,1,,3,1,1,2,2,1,3,2,2,3,1,3,2,3,3,3,3,2,1,2,2,2,2,2,6,3,3,1,,,,,,1,1,3,3,1,1,3,2,,,,,,2,2,1,3,4,3,1,2,1,2,1,1,2,2,4,3,1,2,5,,,,,,,,,,3,3,1,3,3,3,3,1,4,1,3,2,1,5,2,,4,3,5,4,1,2,2,2,5,2,,1,,2,3,1,9,3,1,1,2,0.6640425358540889
15701447,08-Oct-2024 17:32:17,08-Oct-2024 17:51:04,1,1,9,2,3,1,1,2,1,6,5,2,5,2,2,2,1,4,1,3,2,2,1,1,1,1,2,1,1,1,,,,,,1,,3,3,1,1,8,1,5,4,1,3,,3,3,3,3,4,4,1,1,1,2,1,2,1,3,3,2,2,,4,,,,2,,,,,,,,3,3,3,3,3,2,1,3,1,2,1,2,3,1,3,,,,,,,,2,4,2,2,2,2,1,2,2,4,4,,,,,3,3,4,2,3,3,2,2,2,3,2,,1,1,1,1,1,1,1,1,4,1,,1,,1,1,2,1,2,2,1,1,0.9946553893117546
15701448,08-Oct-2024 15:14:58,08-Oct-2024 15:24:04,3,1,9,2,5,1,1,1,4,11,5,1,3,1,1,1,1,3,2,,,,,,,,,,,,,,,,,1,,3,2,3,1,1,2,4,,,5,,,,,,,,3,,,,,,,,,,1,,,,,,1,1,3,3,3,1,3,2,,,,,,3,3,4,3,3,3,3,3,4,1,2,2,1,1,5,5,2,2,4,2,1,1,2,1,2,2,2,3,,,,,,1,,1,2,1,2,2,1,5,2,,1,2,2,1,2,12,,3,4,4,2,,3,2,3,1,8,3,2,1,2,0.4573902495278785
15701449,10-Oct-2024 14:31:13,10-Oct-2024 14:41:42,1,1,9,2,5,1,1,1,1,6,2,1,3,2,1,1,1,6,4,3,2,2,4,2,4,4,4,2,2,2,,,,,,1,,3,3,2,2,2,1,4,4,2,4,,1,3,1,3,1,3,1,1,3,3,3,3,3,3,4,2,1,,,,,,1,3,3,3,3,2,3,1,,,,,,1,1,3,1,1,1,1,3,1,1,1,1,1,1,4,3,3,1,1,1,1,2,1,1,2,2,2,3,,,,,1,2,1,1,4,2,2,1,1,5,2,,1,1,1,1,1,2,2,2,4,3,1,,4,1,2,1,9,3,1,1,3,0.610155787222992
15701450,08-Oct-2024 15:35:39,08-Oct-2024 15:40:35,1,1,9,2,6,1,1,1,3,11,4,3,2,2,1,2,1,6,2,2,3,3,1,4,1,1,3,1,1,3,,,,,,2,,3,4,1,3,8,2,4,,,3,,,,,,,,2,1,2,2,2,2,2,2,3,1,1,,,,,,2,,,,,,,,3,3,3,3,1,1,1,2,1,2,1,2,3,1,1,1,1,1,1,4,4,3,1,3,2,2,2,2,2,2,1,2,2,,,,,3,1,2,1,2,1,2,2,1,6,2,,1,1,1,1,1,10,,3,6,2,,1,,2,4,3,5,5,1,2,2,0.6673558991304447
15701451,08-Oct-2024 22:44:46,08-Oct-2024 22:51:02,1,1,9,2,5,1,1,1,1,9,4,3,4,2,2,2,1,3,2,2,2,2,2,2,2,2,2,2,2,2,,,,,,1,,3,2,2,2,2,1,5,1,,1,5,2,1,1,1,3,3,1,1,2,2,2,2,2,2,3,,1,,,,,,2,,,,,,,,2,3,3,3,1,2,2,2,4,3,1,1,1,1,1,2,1,1,2,3,3,3,2,1,1,1,2,1,1,1,2,1,1,,,,,1,1,3,1,4,2,2,1,1,5,2,,1,1,1,1,1,10,,3,6,2,,1,,2,4,1,9,4,1,2,2,0.7848161649900519
15701452,08-Oct-2024 18:46:42,08-Oct-2024 18:53:07,1,1,9,3,6,1,1,1,3,5,4,2,5,2,2,1,2,5,2,2,3,4,3,2,3,2,2,1,5,4,,,,,,1,,3,4,3,2,3,2,5,,,4,,,,,,,,3,,2,1,1,3,3,3,3,1,1,,,,,,1,2,3,3,1,1,3,1,,,,,,1,1,1,2,3,2,1,2,1,2,2,2,2,2,4,4,2,3,,,,,,,,,,,,,,,,1,3,2,2,2,3,2,1,6,2,,1,1,1,1,1,1,1,1,3,1,,1,,1,1,1,8,2,2,2,2,0.8422976783456633
15701453,08-Oct-2024 15:42:23,08-Oct-2024 15:48:48,1,1,9,2,4,1,1,2,1,3,2,2,4,1,2,2,2,6,3,4,3,4,4,2,3,4,4,4,5,5,,,,,,3,,2,4,1,2,8,2,6,,,1,,,,,,,,4,,1,2,1,2,3,2,2,3,2,,,3,,,2,,,,,,,,1,1,1,2,2,1,1,3,3,2,1,4,4,1,2,2,2,1,2,4,4,3,2,5,,,,,,,,,,3,2,1,3,3,3,3,1,1,2,2,1,2,4,1,8,4,1,3,4,6,9,,3,6,4,2,,4,2,4,3,5,5,2,2,2,2.2892411002533257
15701454,12-Oct-2024 14:42:59,12-Oct-2024 14:47:08,3,1,9,2,4,2,1,2,1,4,1,2,3,1,1,1,2,3,4,5,5,5,3,2,2,2,3,4,3,5,1,1,1,3,1,3,,3,5,2,2,3,2,5,,,1,,,,,,,,4,,1,1,1,3,3,3,3,3,1,,,,,,2,,,,,,,,3,3,3,3,3,2,1,2,3,2,2,3,3,2,3,,,,,,,,2,5,,,,,,,,,,3,3,3,3,3,1,4,2,3,3,2,2,2,4,2,,1,1,1,1,1,1,1,1,3,4,1,,4,1,1,1,3,2,1,2,99,1.915540138303509
15701455,09-Oct-2024 14:03:27,09-Oct-2024 14:43:48,1,1,9,2,5,1,1,1,1,3,5,1,2,1,2,2,1,6,2,2,2,2,2,2,1,1,2,3,1,2,,,,,,1,,3,2,1,1,2,2,5,,,3,,,,,,,,1,1,1,2,2,2,3,2,3,3,1,,,,,,1,2,2,2,2,2,3,2,,,,,,2,2,3,2,2,2,3,4,2,1,2,2,2,2,5,4,3,1,5,,,,,,,,,,3,1,1,3,1,1,3,1,2,2,2,1,1,5,2,,1,1,1,1,1,9,,3,6,2,,1,,2,4,1,9,4,2,1,2,0.4520574760408929
15701456,09-Oct-2024 18:21:16,09-Oct-2024 18:30:32,1,1,9,2,6,1,1,1,2,2,2,3,4,2,2,1,1,6,4,3,3,5,5,4,5,5,3,2,3,3,,,,,,2,,3,3,4,2,2,1,5,3,1,3,1,5,5,5,2,5,5,1,2,3,3,3,3,3,3,4,2,2,,,,,1,1,1,3,3,3,1,3,2,,,,,,1,1,1,3,5,3,3,1,3,3,,,,,,,,3,,,,,,,,,,,,,,,,1,2,1,3,1,2,2,1,6,1,8,3,4,3,4,1,1,2,1,2,4,2,,3,2,4,1,99,4,2,1,99,0.4325173046397336
15701457,08-Oct-2024 15:33:05,08-Oct-2024 15:40:54,1,1,9,3,3,1,1,1,1,6,1,5,4,2,1,1,1,4,3,5,4,4,4,1,1,3,3,6,4,1,1,1,1,3,1,3,,3,3,2,2,2,2,5,,,1,,,,,,,,1,1,3,1,1,3,1,1,3,1,1,,,,,,1,3,3,3,1,3,3,2,,,,,,3,1,3,3,3,2,3,3,1,2,2,2,1,1,5,3,2,2,5,,,,,,,,,,3,3,3,1,3,3,1,2,3,3,3,2,2,3,2,,1,1,1,1,5,10,,3,6,1,,1,,1,2,1,9,3,1,2,3,0.5258393194020751
15701458,08-Oct-2024 14:57:10,08-Oct-2024 15:06:45,1,1,9,4,4,2,2,2,1,2,4,1,2,1,1,1,2,1,1,3,2,99,99,99,2,2,2,2,3,99,,,,,,3,1,3,1,1,7,2,2,5,,,6,,,,,,,,4,,2,2,2,2,2,2,3,3,1,,,,,,2,,,,,,,,3,3,3,3,3,3,2,2,3,2,3,3,3,2,2,2,2,2,2,5,99,4,2,5,,,,,,,,,,3,3,3,3,3,1,,1,3,1,4,2,2,4,2,,4,1,1,4,4,2,2,2,5,1,,1,,1,2,1,1,3,1,2,2,1.0098857136399018
15701459,12-Oct-2024 23:02:40,12-Oct-2024 23:09:44,3,1,9,2,6,1,1,2,1,2,4,1,2,2,1,1,2,6,3,2,3,2,2,2,2,4,2,3,3,5,,,,,,1,,3,1,1,1,2,2,6,,,5,,,,,,,,3,,2,2,1,4,3,3,3,3,1,,,,,,1,1,3,1,1,1,1,2,,,,,,1,2,2,3,3,1,3,3,1,2,1,2,1,1,5,3,3,2,5,,,,,,,,,,3,3,1,3,3,1,3,1,4,2,2,1,1,6,2,,1,1,1,1,1,10,,3,6,2,,1,,2,4,1,9,5,1,2,3,0.785963497896793
15701460,08-Oct-2024 16:45:55,08-Oct-2024 16:56:19,1,1,9,2,5,1,1,1,1,6,2,2,3,2,1,2,1,6,2,3,3,3,2,3,2,4,3,3,2,2,,,,,,1,,3,3,2,2,3,1,5,3,1,3,1,3,2,3,3,3,3,1,1,2,1,2,1,1,1,3,3,1,,,,,,2,,,,,,,,3,3,3,2,2,2,1,1,4,4,2,2,3,1,2,2,2,1,1,4,4,3,2,5,,,,,,,,,,2,2,3,2,2,1,3,1,4,2,2,1,1,5,2,,1,1,1,1,1,1,2,1,3,2,,1,,2,4,1,9,4,1,1,3,0.4436701589277188
15701461,09-Oct-2024 07:57:53,09-Oct-2024 08:14:12,1,1,9,2,5,1,1,1,1,4,5,2,2,2,1,2,2,6,2,1,3,3,2,3,2,3,2,2,3,3,,,,,,1,,2,4,1,2,2,2,4,,,3,,,,,,,,1,1,2,1,1,2,1,1,3,2,1,,,,,,2,,,,,,,,3,3,3,3,1,2,2,2,4,3,3,4,3,2,2,1,2,2,2,4,4,2,3,,,,,,,,,,,,,,,,3,1,1,3,2,2,1,1,5,2,,1,1,1,1,1,1,1,1,1,1,,1,,1,1,1,9,2,2,2,2,1.1444609891202098
15701462,08-Oct-2024 19:03:10,08-Oct-2024 19:09:42,1,1,9,2,5,1,1,1,1,3,4,3,5,2,2,2,1,6,2,3,3,3,2,2,2,3,3,3,2,2,,,,,,1,,2,2,1,2,8,2,3,,,3,,,,,,,,1,1,2,1,2,1,1,2,3,3,1,,,,,,1,3,3,3,1,2,3,2,,,,,,2,2,3,2,3,2,4,3,2,3,,,,,,,,2,4,2,2,2,2,1,2,2,4,4,,,,,3,1,3,1,1,2,2,2,1,5,2,,1,1,1,1,6,12,,3,6,2,,1,,2,4,1,9,5,1,2,3,0.5928188770764548
15701463,08-Oct-2024 17:59:51,08-Oct-2024 18:18:33,3,1,9,3,2,1,1,2,1,7,5,3,4,1,2,1,2,1,3,2,3,4,3,3,2,3,3,3,4,99,,,,,,3,,3,4,2,2,2,2,5,,,6,,,,,,,,4,,3,3,99,3,5,3,3,3,1,,,,,,2,,,,,,,,3,3,3,3,2,2,2,3,4,2,4,2,4,2,2,2,2,1,2,5,4,2,2,5,,,,,,,,,,3,2,3,3,3,3,4,1,1,3,3,1,3,2,2,,1,1,1,1,6,2,2,2,4,3,1,,4,1,2,1,3,3,3,2,2,3.1036629471672357
15701464,08-Oct-2024 15:47:48,08-Oct-2024 16:07:49,1,1,9,3,5,1,1,1,1,9,5,2,3,2,1,1,1,6,3,3,3,3,4,3,2,3,4,1,3,1,,,,,,3,,2,2,2,2,2,1,4,1,,2,4,3,2,4,2,3,4,1,1,3,3,3,3,3,3,3,,2,,,,5,,2,,,,,,,,2,3,3,3,3,1,1,2,3,3,2,3,4,1,1,1,1,1,2,4,4,4,1,5,,,,,,,,,,3,1,2,3,3,1,4,1,2,3,3,1,1,5,2,,1,1,1,1,1,1,2,1,2,2,,2,,2,3,1,9,3,1,1,3,0.4095097841476699
15701465,08-Oct-2024 17:53:06,08-Oct-2024 18:07:59,3,1,9,2,2,1,1,2,1,3,2,2,2,1,1,1,2,4,3,3,2,5,4,2,3,4,2,1,4,5,,,,,,2,,3,3,2,1,3,2,5,,,3,,,,,,,,3,,1,1,1,1,1,6,1,3,2,,3,,,,2,,,,,,,,2,1,1,2,3,2,1,3,1,2,1,2,4,1,2,2,2,2,2,5,5,2,3,,,,,,,,,,,,,,,,3,3,2,1,3,2,1,3,2,2,,1,1,1,1,2,9,,3,6,3,2,,4,2,3,1,4,3,2,2,2,2.6092023856778006
15701466,08-Oct-2024 16:45:46,08-Oct-2024 16:54:29,1,1,9,2,4,1,1,4,1,7,5,1,1,1,2,2,2,6,2,4,3,2,2,2,2,3,3,3,3,5,,,,,,1,,2,2,2,1,8,2,5,,,1,,,,,,,,4,,1,1,1,4,1,1,3,3,1,,,,,,2,,,,,,,,3,3,3,3,1,2,2,1,1,2,3,4,3,1,2,2,2,2,2,5,3,3,3,,,,,,,,,,,,,,,,1,4,1,4,3,2,1,2,4,2,,1,1,1,1,3,9,,3,6,4,2,,4,2,3,1,5,3,1,2,2,0.6508519745781767
15701467,08-Oct-2024 22:41:35,08-Oct-2024 22:48:17,1,1,9,3,5,1,1,2,1,2,5,1,2,2,2,1,2,6,2,2,1,2,2,2,2,3,2,1,4,5,,,,,,1,,3,2,1,2,2,2,5,,,5,,,,,,,,4,,1,3,1,1,1,2,3,2,1,,,,,,1,3,3,3,1,1,3,2,,,,,,2,2,3,3,3,3,3,4,2,2,2,2,2,2,3,3,3,2,5,,,,,,,,,,1,1,1,3,3,2,1,2,2,3,3,2,1,5,2,,1,1,1,1,1,1,1,1,4,1,,1,,1,1,1,9,2,2,2,3,0.9006716812787722
15701468,10-Oct-2024 01:29:29,10-Oct-2024 01:35:16,1,1,9,1,5,1,1,1,1,9,3,1,3,2,2,2,2,6,4,1,1,4,3,2,3,3,5,3,1,1,,,,,,1,,3,2,1,1,2,1,4,3,1,3,3,3,1,5,3,3,4,1,1,2,2,2,2,2,2,1,2,1,,,,,,1,3,3,3,1,2,3,1,,,,,,1,1,3,5,5,2,3,3,1,1,1,2,1,2,4,3,1,1,2,1,1,1,1,1,2,1,3,4,,,,,1,2,1,1,4,1,1,1,1,5,2,,1,3,5,1,2,8,,4,4,2,,2,,2,4,1,9,4,1,1,3,1.5125081633568815
15701469,08-Oct-2024 14:39:39,08-Oct-2024 14:47:43,3,1,9,3,6,1,1,1,1,9,5,2,2,2,1,2,1,6,1,1,1,2,2,1,1,1,1,2,1,1,,,,,,1,,3,3,1,2,2,1,2,2,2,2,1,4,2,4,3,4,4,1,1,2,1,2,1,1,2,3,3,1,,,,,,2,,,,,,,,3,3,3,2,1,1,1,3,3,3,1,2,2,1,1,1,1,2,1,4,3,3,1,3,2,2,2,1,1,1,2,1,3,,,,,1,3,3,1,3,2,3,1,1,6,2,,1,1,1,1,1,1,1,1,2,1,,1,,1,1,1,9,2,1,1,3,0.46458357044798676
15701470,08-Oct-2024 15:44:01,08-Oct-2024 16:01:05,1,1,9,3,5,1,2,1,3,5,4,2,4,2,1,1,2,4,2,2,4,4,3,4,3,3,2,4,2,5,1,1,1,2,1,1,,3,3,3,3,3,1,5,4,1,2,,2,1,3,2,3,3,2,1,2,2,2,2,2,2,4,3,1,,,,,,1,1,3,2,2,1,3,2,,,,,,2,2,2,4,3,1,3,2,2,2,2,2,2,1,3,3,2,1,2,1,1,2,1,1,1,2,2,2,,,,,3,1,3,1,1,1,3,2,1,5,2,,1,2,2,1,6,1,2,1,4,2,,1,,2,4,1,4,5,1,2,2,0.8501674916587231
15701471,11-Oct-2024 08:08:42,11-Oct-2024 08:16:42,1,1,9,3,5,1,1,1,3,8,5,1,2,2,1,1,1,6,2,3,3,3,3,2,2,3,2,3,2,1,,,,,,1,,3,3,1,1,1,1,5,3,1,3,1,3,4,4,4,3,5,1,2,1,1,2,1,1,2,4,2,1,,,,,,2,,,,,,,,1,3,3,2,3,1,1,2,1,1,2,2,4,2,3,,,,,,,,3,,,,,,,,,,,,,,,,2,1,1,1,2,3,1,1,5,2,,1,1,1,1,1,2,2,2,2,1,,2,,1,1,1,9,1,2,1,2,0.5657848371173969
15701472,08-Oct-2024 14:49:44,08-Oct-2024 14:59:03,1,1,9,2,3,1,1,1,3,8,5,1,2,1,1,1,1,6,3,3,5,4,5,1,4,3,3,5,5,5,1,3,3,3,1,1,,3,5,3,1,3,2,4,,,1,,,,,,,,3,,1,1,2,1,1,2,1,1,1,,,,,,2,,,,,,,,3,3,1,3,1,1,1,1,1,1,1,3,1,1,1,2,2,2,2,4,4,3,2,5,,,,,,,,,,3,3,1,1,3,2,1,1,4,3,2,1,2,3,1,1,1,1,3,1,1,2,2,2,4,1,,1,,1,1,1,9,2,1,2,2,1.849080423505399
